gazeX,gazeY,status,timestamp
488.26,267.4875,1,0.0
487.98,265.725,1,0.001999999999497959
488.62,266.0625,1,0.0039999999999054126
488.38,266.6625,1,0.0059999999994033715
487.98,267.07500000000005,1,0.007999999999810825
488.7,266.6625,1,0.009999999999308784
488.22,265.5,1,0.011999999999716238
488.66,266.775,1,0.014000000000123691
489.06,268.05,1,0.01599999999962165
488.98,267.0375,1,0.018000000000029104
488.74,267.45,1,0.019999999999527063
489.1,267.0,1,0.021999999999934516
488.82,266.6625,1,0.023999999999432475
489.34000000000003,267.225,1,0.02599999999983993
489.29999999999995,268.275,1,0.027999999999337888
489.18,268.0125,1,0.02999999999974534
488.86,268.20000000000005,1,0.032000000000152795
489.62,268.76250000000005,1,0.033999999999650754
489.14,268.3875,1,0.03600000000005821
489.46000000000004,268.8375,1,0.03799999999955617
489.82,268.6875,1,0.03999999999996362
489.38,268.8375,1,0.04199999999946158
490.02,268.65,1,0.04399999999986903
489.7,268.61249999999995,1,0.04599999999936699
489.46000000000004,269.025,1,0.047999999999774445
489.98,268.6875,1,0.049999999999272404
489.74,269.2875,1,0.05199999999967986
489.74,269.1,1,0.05400000000008731
489.22,268.875,1,0.05599999999958527
489.18,269.325,1,0.057999999999992724
489.9,268.38750000000005,1,0.05999999999949068
489.82,269.2875,1,0.06199999999989814
489.86,270.07500000000005,1,0.0639999999993961
490.1,268.65,1,0.06599999999980355
489.82,269.175,1,0.06799999999930151
490.26,269.2125,1,0.06999999999970896
489.9,269.7,1,0.07200000000011642
489.26,269.4,1,0.07399999999961437
489.94,269.9625,1,0.07600000000002183
489.94,269.475,1,0.07799999999951979
489.74,268.3875,1,0.07999999999992724
489.22,267.375,1,0.0819999999994252
489.38,269.25,1,0.08399999999983265
489.7,268.425,1,0.08599999999933061
489.26,268.875,1,0.08799999999973807
489.26,269.13750000000005,1,0.09000000000014552
489.54,269.54999999999995,1,0.09199999999964348
488.9,269.4,1,0.09400000000005093
489.02,270.63750000000005,1,0.09599999999954889
489.74,269.4375,1,0.09799999999995634
489.34000000000003,269.475,1,0.0999999999994543
489.17999999999995,270.4125,1,0.10199999999986176
489.22,269.54999999999995,1,0.10399999999935972
489.17999999999995,269.54999999999995,1,0.10599999999976717
488.86,268.725,1,0.10799999999926513
488.86,270.15,1,0.10999999999967258
488.94,269.4375,1,0.11200000000008004
488.38,268.42499999999995,1,0.113999999999578
488.78,268.875,1,0.11599999999998545
489.06,268.725,1,0.11799999999948341
488.14,268.5,1,0.11999999999989086
488.42,268.8,1,0.12199999999938882
488.34000000000003,269.7375,1,0.12399999999979627
488.98,268.95,1,0.12599999999929423
487.78,269.175,1,0.12799999999970169
488.26,269.2875,1,0.13000000000010914
488.22,268.725,1,0.1319999999996071
488.1,268.38750000000005,1,0.13400000000001455
487.9,268.875,1,0.1359999999995125
487.78,268.6875,1,0.13799999999991996
487.46,269.0625,1,0.13999999999941792
487.58000000000004,268.95000000000005,1,0.14199999999982538
487.34000000000003,268.2375,1,0.14399999999932334
487.46000000000004,268.76250000000005,1,0.1459999999997308
487.3,268.9875,1,0.14800000000013824
487.18,269.2875,1,0.1499999999996362
487.5,268.35,1,0.15200000000004366
486.9,268.575,1,0.15399999999954161
487.9,269.1375,1,0.15599999999994907
487.54,268.425,1,0.15799999999944703
487.1,269.25,1,0.15999999999985448
487.46000000000004,270.6375,1,0.16199999999935244
487.74,268.725,1,0.1639999999997599
487.62,269.4375,1,0.16599999999925785
487.34,269.5125,1,0.1679999999996653
487.46000000000004,269.6625,1,0.17000000000007276
487.26,269.775,1,0.17199999999957072
487.02,270.3,1,0.17399999999997817
487.41999999999996,270.825,1,0.17599999999947613
487.70000000000005,269.1,1,0.17799999999988358
487.58000000000004,270.3375,1,0.17999999999938154
487.46000000000004,271.1625,1,0.181999999999789
487.5,270.75,1,0.18399999999928696
487.7,270.675,1,0.1859999999996944
487.34,270.4125,1,0.18800000000010186
487.86,270.15,1,0.18999999999959982
488.02,270.7875,1,0.19200000000000728
487.29999999999995,271.725,1,0.19399999999950523
487.9,270.7125,1,0.1959999999999127
487.34,270.7875,1,0.19799999999941065
487.58000000000004,270.1875,1,0.1999999999998181
487.41999999999996,270.9,1,0.20199999999931606
487.86,270.63750000000005,1,0.2039999999997235
487.58,271.05,1,0.20600000000013097
487.58,269.9625,1,0.20799999999962893
487.5,270.375,1,0.21000000000003638
487.5,269.8125,1,0.21199999999953434
487.70000000000005,270.0375,1,0.2139999999999418
488.14,267.975,1,0.21599999999943975
489.7,266.025,1,0.2179999999998472
491.46000000000004,263.1,1,0.21999999999934516
493.9,259.275,1,0.22199999999975262
494.94,255.26250000000002,1,0.22400000000016007
496.62,251.025,1,0.22599999999965803
498.02,245.39999999999998,1,0.22800000000006548
499.38,240.1125,1,0.22999999999956344
499.86,236.85000000000002,1,0.2319999999999709
500.78000000000003,232.7625,1,0.23399999999946886
502.58000000000004,228.075,1,0.2359999999998763
503.78,224.28750000000002,1,0.23799999999937427
506.05999999999995,218.39999999999998,1,0.23999999999978172
506.74,216.75,1,0.24199999999927968
507.69999999999993,212.925,1,0.24399999999968713
508.1,210.1125,1,0.2460000000000946
508.34000000000003,207.1125,1,0.24799999999959255
508.98,206.39999999999998,1,0.25
509.1,205.3125,1,0.25199999999949796
508.98,206.025,1,0.2539999999999054
509.86,207.4875,1,0.25599999999940337
509.26,208.3125,1,0.2579999999998108
509.1,207.97500000000002,1,0.2599999999993088
509.22,209.1375,1,0.26199999999971624
508.58,209.8125,1,0.2640000000001237
508.82,209.28750000000002,1,0.26599999999962165
508.82000000000005,209.55,1,0.2680000000000291
508.3,209.3625,1,0.26999999999952706
508.65999999999997,208.4625,1,0.2719999999999345
509.02,208.5,1,0.2739999999994325
508.70000000000005,208.7625,1,0.27599999999983993
508.74,209.325,1,0.2779999999993379
508.78,208.4625,1,0.27999999999974534
508.53999999999996,209.85,1,0.2820000000001528
508.3,208.83749999999998,1,0.28399999999965075
508.5,208.8375,1,0.2860000000000582
507.90000000000003,209.2125,1,0.28799999999955617
508.82,209.1,1,0.2899999999999636
508.54,208.4625,1,0.2919999999994616
508.58000000000004,208.9875,1,0.29399999999986903
508.22,208.725,1,0.295999999999367
508.05999999999995,208.95,1,0.29799999999977445
508.26,208.1625,1,0.2999999999992724
508.3,208.72500000000002,1,0.30199999999967986
508.70000000000005,207.975,1,0.3040000000000873
508.58000000000004,206.925,1,0.30599999999958527
508.7,206.6625,1,0.3079999999999927
508.38,206.1375,1,0.3099999999994907
509.22,204.6375,1,0.31199999999989814
508.78,203.8875,1,0.3139999999993961
508.86,204.5625,1,0.31599999999980355
509.22,204.4875,1,0.3179999999993015
509.34000000000003,203.775,1,0.31999999999970896
508.9,203.55,1,0.3220000000001164
509.46000000000004,204.225,1,0.3239999999996144
509.29999999999995,203.85000000000002,1,0.32600000000002183
509.34000000000003,203.47500000000002,1,0.3279999999995198
509.14,203.0625,1,0.32999999999992724
509.46,202.08749999999998,1,0.3319999999994252
508.9,203.3625,1,0.33399999999983265
509.5,202.4625,1,0.3359999999993306
509.38,202.6875,1,0.33799999999973807
509.58000000000004,202.72500000000002,1,0.3400000000001455
509.46000000000004,203.325,1,0.3419999999996435
509.74,202.95,1,0.34400000000005093
509.41999999999996,202.95,1,0.3459999999995489
509.86,202.83749999999998,1,0.34799999999995634
510.02,202.8375,1,0.3499999999994543
510.17999999999995,203.325,1,0.35199999999986176
510.14,202.725,1,0.3539999999993597
510.62,203.58749999999998,1,0.35599999999976717
511.14,203.25,1,0.35799999999926513
511.1,202.3125,1,0.3599999999996726
511.18,203.8125,1,0.36200000000008004
510.82,201.9375,1,0.363999999999578
511.26,202.8,1,0.36599999999998545
512.38,200.4375,1,0.3679999999994834
512.74,199.53750000000002,1,0.36999999999989086
513.7,199.0125,1,0.3719999999993888
513.5799999999999,200.7375,1,0.3739999999997963
514.98,205.6875,1,0.37599999999929423
515.66,212.925,1,0.3779999999997017
515.1800000000001,232.5,1,0.38000000000010914
513.1800000000001,257.4,1,0.3819999999996071
509.26,286.5375,1,0.38400000000001455
504.41999999999996,316.95,1,0.3859999999995125
499.58000000000004,348.75,1,0.38799999999991996
493.5,381.3,1,0.3899999999994179
486.62,408.6,1,0.3919999999998254
480.9,443.1375,1,0.39399999999932334
475.852,441.195,0,0.3959999999997308
470.804,439.2525,0,0.39800000000013824
465.75600000000003,437.31,0,0.3999999999996362
460.70799999999997,435.3675,0,0.40200000000004366
455.66,433.425,0,0.4039999999995416
450.61199999999997,431.48249999999996,0,0.40599999999994907
445.56399999999996,429.53999999999996,0,0.407999999999447
440.516,427.5975,0,0.4099999999998545
435.468,425.655,0,0.41199999999935244
430.41999999999996,423.7125,0,0.4139999999997599
425.372,421.77,0,0.41599999999925785
420.32399999999996,419.8275,0,0.4179999999996653
415.27599999999995,417.885,0,0.42000000000007276
410.228,415.9425,0,0.4219999999995707
405.18,414.0,0,0.42399999999997817
400.132,412.0575,0,0.42599999999947613
395.084,410.115,0,0.4279999999998836
390.036,408.1725,0,0.42999999999938154
384.988,406.23,0,0.431999999999789
379.94,404.2875,0,0.43399999999928696
374.892,402.34499999999997,0,0.4359999999996944
369.84399999999994,400.4025,0,0.43800000000010186
364.796,398.46000000000004,0,0.4399999999995998
359.748,396.5175,0,0.4420000000000073
354.7,394.575,1,0.44399999999950523
356.46,383.2875,1,0.4459999999999127
359.66,360.8625,1,0.44799999999941065
362.82000000000005,338.1375,1,0.4499999999998181
363.74,318.075,1,0.45199999999931606
364.62,297.2625,1,0.4539999999997235
369.38,276.075,1,0.45600000000013097
367.9,255.67499999999998,1,0.4579999999996289
370.1,239.58749999999998,1,0.4600000000000364
374.06,222.5625,1,0.46199999999953434
373.54,207.2625,1,0.4639999999999418
375.98,193.0125,1,0.46599999999943975
377.66,181.125,1,0.4679999999998472
381.22,166.72500000000002,1,0.46999999999934516
382.38,154.5,1,0.4719999999997526
383.58000000000004,140.4375,1,0.47400000000016007
383.58,134.1,1,0.47599999999965803
383.62,127.2,1,0.4780000000000655
384.22,119.6625,1,0.47999999999956344
384.26,114.975,1,0.4819999999999709
383.86,114.3375,1,0.48399999999946886
383.3,113.175,1,0.4859999999998763
382.98,112.61250000000001,1,0.48799999999937427
382.74,112.125,1,0.4899999999997817
382.7,111.975,1,0.4919999999992797
382.46000000000004,112.05000000000001,1,0.49399999999968713
382.34,111.975,1,0.4960000000000946
381.86,113.5875,1,0.49799999999959255
382.02,113.47500000000001,1,0.5
381.22,114.525,1,0.501999999999498
381.18,114.675,1,0.5039999999999054
381.9,114.4875,1,0.5059999999994034
381.22,115.35,1,0.5079999999998108
381.86,115.65,1,0.5099999999993088
381.74,117.0375,1,0.5119999999997162
380.34000000000003,118.425,1,0.5140000000001237
380.65999999999997,116.1375,1,0.5159999999996217
380.94,116.9625,1,0.5180000000000291
380.34000000000003,116.88749999999999,1,0.5199999999995271
380.18,117.26249999999999,1,0.5219999999999345
